Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1495,6/19/2024,6/25/2024,CUST549,Bryan Hughes,Consumer,PROD5577,Monitor,Electronics,West,Illinois,North Paulshire,10,4718,5,44821,28347.27,16473.73,Net Banking,Cancelled,Smith-Allen,simmonsbrett@hines-green.com,39,No,0
ORD1496,7/31/2024,8/3/2024,CUST500,William Johnson,Home Office,PROD3088,Notebook,Office Supplies,South,Georgia,Smithton,10,4125,0,41250,26055.01,15194.99,Cash,Cancelled,Morgan-Mack,heather06@fisher-lyons.com,10,No,0
ORD1497,4/1/2025,4/8/2025,CUST706,Mark Doyle,Corporate,PROD6984,Juice Pack,Grocery,East,Maryland,North Brandi,8,617,20,3948.8,3065.67,883.13,Credit Card,Pending,Castro-Smith,herbert88@sanders.com,39,No,0
ORD1498,10/6/2024,10/13/2024,CUST118,Catherine Wilkins,Corporate,PROD3517,Laptop,Electronics,South,Delaware,Matthewhaven,7,4460,5,29659,21457.42,8201.58,Cash,Pending,Gilmore and Sons,ceverett@cook.info,30,No,0
ORD1499,7/30/2025,8/4/2025,CUST139,Michael Goodman,Consumer,PROD4331,Sofa,Furniture,East,Kansas,Jarvisfort,2,2940,15,4998,3574.32,1423.68,Credit Card,Pending,Johnson PLC,kristywatkins@anderson.com,26,No,0
ORD1500,9/9/2024,9/11/2024,CUST955,Dr. John Wright,Corporate,PROD7723,Calculator,Office Supplies,South,Iowa,North Timothyberg,3,1161,5,3308.85,2286.47,1022.38,Cash,Cancelled,Washington-Willis,doylerobert@parker-martinez.com,33,No,0
ORD1501,4/5/2024,4/7/2024,CUST117,Amanda Harrell,Home Office,PROD3054,Cooking Oil,Grocery,West,Iowa,Christensenshire,10,2504,0,25040,17686.04,7353.96,Credit Card,Pending,Harper-Garcia,youngcharles@stanley.com,3,Yes,40
ORD1502,5/5/2025,5/8/2025,CUST862,Emily Flores,Corporate,PROD8022,Laptop,Electronics,North,Washington,East Valerie,9,3478,10,28171.8,23007.75,5164.05,Cash,Returned,"Cruz, French and Robbins",christopher14@davis.org,43,No,0
ORD1503,9/26/2024,9/28/2024,CUST822,Jordan Snyder,Corporate,PROD4728,Monitor,Electronics,North,Pennsylvania,Stacyport,8,1448,10,10425.6,9300.12,1125.48,UPI,Cancelled,Schultz-Wilson,walkerstephen@wong.com,28,No,0
ORD1504,4/29/2025,5/4/2025,CUST990,Jonathan Huang,Corporate,PROD2975,Laptop,Electronics,South,South Dakota,West Johnview,10,2052,5,19494,16997.13,2496.87,Cash,Returned,"Dominguez, Lawrence and Barr",andreagreen@patterson-saunders.com,37,No,0
ORD1505,7/20/2024,7/22/2024,CUST645,Jillian Gibson,Corporate,PROD1481,File Folder,Office Supplies,West,Maine,East Kimville,7,1195,5,7946.75,5523.63,2423.12,Cash,Returned,"Sanchez, Smith and Watts",mgreen@davis.com,16,No,0
ORD1506,7/14/2024,7/16/2024,CUST172,Renee Harris,Consumer,PROD8611,Sofa,Furniture,North,Connecticut,Lake Marissaview,1,2976,20,2380.8,1474.57,906.23,UPI,Pending,"Peterson, Cooper and Arnold",galvantammy@hancock.net,5,Yes,46
ORD1507,4/23/2025,4/29/2025,CUST886,Toni White,Consumer,PROD2525,Juice Pack,Grocery,North,New Hampshire,East Scottchester,10,3067,20,24536,18410.95,6125.05,Cash,Returned,"Robinson, Scott and Kramer",kelly80@carpenter.com,4,Yes,38
ORD1508,6/19/2024,6/20/2024,CUST120,Derek Higgins,Home Office,PROD7711,Study Table,Furniture,East,Vermont,New Michael,5,4605,20,18420,13334.9,5085.1,Credit Card,Delivered,Harvey-Barnett,troyking@perez.com,39,No,0
ORD1509,9/6/2025,9/12/2025,CUST707,Michael Young,Consumer,PROD6729,Juice Pack,Grocery,North,Arkansas,Stanleyton,4,221,20,707.2,521.29,185.91,UPI,Pending,Todd Ltd,walterdaniels@cole.com,13,No,0
ORD1510,2/1/2024,2/8/2024,CUST160,Ryan Nicholson,Consumer,PROD9966,Rice Bag,Grocery,West,Wyoming,East Jonathanport,8,2181,5,16575.6,13967.4,2608.2,Cash,Cancelled,"Harrell, Moore and Alvarez",annaconley@george-young.info,45,No,0
ORD1511,6/27/2024,7/2/2024,CUST641,Jake Simpson,Consumer,PROD4546,Dining Table,Furniture,West,Wisconsin,West Courtney,4,2912,10,10483.2,8416.93,2066.27,Credit Card,Pending,"Mitchell, Bryant and Kirk",michelegriffin@ford.info,3,Yes,36
ORD1512,8/31/2024,9/5/2024,CUST558,David Odonnell,Home Office,PROD2698,Sofa,Furniture,South,Iowa,Dylanborough,7,1995,10,12568.5,7992.85,4575.65,Net Banking,Returned,Davis and Sons,gordonkathryn@ramos.biz,5,Yes,34
ORD1513,2/19/2024,2/20/2024,CUST147,David Young,Consumer,PROD6538,Keyboard,Electronics,South,Georgia,Moorebury,7,4762,10,30000.6,26697.82,3302.78,Credit Card,Cancelled,"Sharp, Harris and Morton",thompsonjoann@stewart-charles.com,16,No,0
ORD1514,5/3/2024,5/7/2024,CUST199,David Lane,Corporate,PROD1986,Sugar,Grocery,North,Hawaii,Adamland,4,4708,20,15065.6,12317.46,2748.14,Credit Card,Returned,"Gregory, Armstrong and Mccoy",john50@lang.org,16,No,0
ORD1515,8/11/2025,8/18/2025,CUST474,Krista Leach,Home Office,PROD9167,Office Chair,Furniture,East,Alabama,South Lindsay,9,1345,0,12105,9135.07,2969.93,Credit Card,Returned,"Taylor, Nguyen and Harmon",juanallen@curtis.com,21,No,0
ORD1516,11/17/2024,11/24/2024,CUST985,Morgan Gomez,Corporate,PROD6748,Mouse,Electronics,West,Virginia,South Christopher,8,365,20,2336,1421.78,914.22,Credit Card,Pending,Ellis Ltd,hvalencia@peterson.org,24,No,0
ORD1517,11/17/2025,11/18/2025,CUST885,Katie Sosa,Consumer,PROD5287,Dining Table,Furniture,North,Oklahoma,Harperview,3,2411,5,6871.35,4782.38,2088.97,Net Banking,Pending,Smith-Pearson,tinajohnson@white.org,22,No,0
ORD1518,9/9/2024,9/16/2024,CUST979,Kimberly Arellano,Corporate,PROD8155,Stapler,Office Supplies,East,Montana,Ortiztown,2,4239,0,8478,6231.31,2246.69,UPI,Pending,"Haney, Martinez and Strickland",meltonkristin@allen.info,25,No,0
ORD1519,1/17/2025,1/18/2025,CUST741,Carly Thomas,Consumer,PROD5564,Stapler,Office Supplies,West,Massachusetts,Davidport,6,778,5,4434.6,3373.09,1061.51,Credit Card,Cancelled,Taylor-White,djohnson@morton.com,47,No,0
ORD1520,11/12/2025,11/18/2025,CUST613,Brian Vang,Corporate,PROD5840,Juice Pack,Grocery,South,Texas,Port Rachelport,9,3450,5,29497.5,22755.85,6741.65,Credit Card,Returned,Sullivan Ltd,joseph31@page.com,43,No,0
ORD1521,12/31/2024,1/7/2025,CUST251,Maxwell Montgomery,Corporate,PROD1425,Laptop,Electronics,North,Virginia,Alexanderburgh,6,2859,0,17154,10618.84,6535.16,UPI,Returned,"Gross, Bautista and Owens",seanward@stewart-reese.biz,40,No,0
ORD1522,6/25/2024,6/30/2024,CUST209,Thomas Hawkins,Home Office,PROD8260,File Folder,Office Supplies,East,Wisconsin,Stephensport,2,1748,15,2971.6,2025.81,945.79,Net Banking,Pending,Blake-Gilbert,bmorales@valenzuela-nelson.com,3,Yes,22
ORD1523,9/8/2024,9/12/2024,CUST934,Kim Harris,Corporate,PROD7070,Sofa,Furniture,East,Utah,North Justinbury,6,2215,5,12625.5,8968.9,3656.6,Cash,Pending,Wallace-Williams,kathrynpatel@wolfe.com,28,No,0
ORD1524,12/22/2024,12/27/2024,CUST422,Steven Parsons,Home Office,PROD4092,Monitor,Electronics,West,Michigan,Suttonland,6,2385,5,13594.5,10868.57,2725.93,UPI,Pending,Wilcox-Richards,elloyd@escobar.org,44,No,0
ORD1525,1/26/2025,1/29/2025,CUST670,Tyler Page,Consumer,PROD9846,Stapler,Office Supplies,West,Arizona,Gateschester,5,3000,5,14250,9818.21,4431.79,UPI,Cancelled,Barnes Inc,brentmartinez@rice.info,18,No,0
ORD1526,9/23/2024,9/27/2024,CUST209,Cheyenne Reed,Home Office,PROD6658,Rice Bag,Grocery,South,Rhode Island,Griffinchester,4,2292,15,7792.8,6987,805.8,Credit Card,Returned,"Martinez, Cline and Kelly",johnsonfrank@curry-porter.com,46,No,0
ORD1527,1/11/2024,1/17/2024,CUST372,Katie Mcpherson,Consumer,PROD4430,Sugar,Grocery,South,North Dakota,West Chris,5,2921,20,11684,9643,2041,Credit Card,Returned,"Rodriguez, Wheeler and Garcia",blowery@shah.com,3,Yes,28
ORD1528,5/18/2024,5/21/2024,CUST430,William Myers II,Consumer,PROD4842,Laptop,Electronics,West,Oregon,Sydneybury,1,4725,10,4252.5,3439.15,813.35,Net Banking,Cancelled,"Richmond, Quinn and Vargas",matthewsjoseph@moore.info,18,No,0
ORD1529,11/3/2025,11/8/2025,CUST324,Mrs. Kristen Frey,Home Office,PROD4053,Pen,Office Supplies,North,Massachusetts,Lake Taylorberg,7,938,5,6237.7,4059.64,2178.06,Net Banking,Cancelled,Whitehead and Sons,estanton@ford-larson.com,17,No,0
ORD1530,11/26/2025,11/29/2025,CUST206,Sean White,Home Office,PROD9432,Notebook,Office Supplies,South,Missouri,Guzmanville,1,2239,20,1791.2,1195.94,595.26,Net Banking,Pending,"Williams, Dillon and Martinez",pricedavid@jenkins.com,24,No,0
ORD1531,4/4/2025,4/6/2025,CUST522,Joshua Cooper,Home Office,PROD5932,Rice Bag,Grocery,West,Hawaii,Hamiltonmouth,9,896,15,6854.4,5180.71,1673.69,Cash,Pending,Jarvis-Tucker,muellerjoseph@gutierrez-king.com,38,No,0
ORD1532,9/14/2025,9/19/2025,CUST640,Christopher Johnson,Home Office,PROD5081,Monitor,Electronics,North,South Carolina,Spenceburgh,9,3444,10,27896.4,24560.01,3336.39,Credit Card,Pending,Bird-Johnson,alexis32@cannon-armstrong.org,41,No,0
ORD1533,2/26/2025,3/5/2025,CUST269,Brian Walters,Home Office,PROD9043,Snacks,Grocery,East,Michigan,North Jasminefurt,3,445,5,1268.25,1012.44,255.81,Credit Card,Delivered,"Evans, Henderson and Ellis",bestes@mcclain.org,15,No,0
ORD1534,7/16/2024,7/23/2024,CUST167,Harold Tran,Home Office,PROD7259,Monitor,Electronics,East,Missouri,Schmidtchester,9,1586,20,11419.2,8027.79,3391.41,Cash,Returned,"Harris, Schwartz and Becker",smithsusan@cooper-burnett.com,7,Yes,43
ORD1535,9/12/2024,9/17/2024,CUST401,Mary Smith,Home Office,PROD4054,Office Chair,Furniture,West,Rhode Island,Courtneytown,8,206,20,1318.4,905.92,412.48,Credit Card,Pending,Solis Ltd,bsmith@smith.com,35,No,0
ORD1536,7/13/2024,7/15/2024,CUST195,Louis Moore,Home Office,PROD7918,Stapler,Office Supplies,West,Mississippi,Alexanderhaven,7,2375,15,14131.25,12325.79,1805.46,Net Banking,Returned,Park-Ferrell,taylorjohn@ward.com,41,No,0
ORD1537,10/22/2024,10/26/2024,CUST669,Andrea Thomas,Home Office,PROD6607,Cooking Oil,Grocery,South,Georgia,Andersonview,9,1576,20,11347.2,10007.79,1339.41,Net Banking,Pending,Bass and Sons,lindamyers@baldwin.biz,9,Yes,25
ORD1538,12/21/2024,12/23/2024,CUST483,Hannah Sanchez,Consumer,PROD8939,Mouse,Electronics,North,Massachusetts,Santosside,7,2890,10,18207,11000.45,7206.55,UPI,Returned,Arellano Group,ghouse@byrd.org,39,No,0
ORD1539,8/15/2025,8/16/2025,CUST742,Terry Frey,Corporate,PROD5017,Notebook,Office Supplies,East,Nebraska,South Angela,6,3680,5,20976,14747.93,6228.07,UPI,Cancelled,Watson-Guerrero,yburnett@smith.com,33,No,0
ORD1540,2/1/2025,2/7/2025,CUST818,Jared Bates,Corporate,PROD8300,Mouse,Electronics,West,North Carolina,West Williamhaven,1,580,0,580,393.47,186.53,Cash,Delivered,"Duarte, Moore and Lewis",monicaterrell@taylor.info,16,No,0
ORD1541,7/18/2025,7/23/2025,CUST682,Kristin Rose,Consumer,PROD7700,Dining Table,Furniture,North,Montana,Pruittfurt,8,1165,10,8388,7521.8,866.2,UPI,Returned,"Park, Rosario and Miller",cantupatricia@williams-elliott.org,31,No,0
ORD1542,9/26/2024,9/30/2024,CUST233,Rebecca Fisher,Consumer,PROD8927,Rice Bag,Grocery,West,Indiana,North Maryfort,10,254,5,2413,1785.02,627.98,UPI,Returned,Johnson Inc,smithreginald@floyd.com,35,No,0
ORD1543,12/9/2024,12/10/2024,CUST206,Suzanne Carter,Corporate,PROD7352,Headphones,Electronics,West,New Mexico,West Roseport,4,2045,15,6953,5621.27,1331.73,UPI,Returned,Haynes PLC,nancyroman@moore.com,48,No,0
ORD1544,8/27/2025,9/3/2025,CUST610,Sharon Smith,Corporate,PROD5239,Dining Table,Furniture,East,South Dakota,East Tanyaville,4,3403,5,12931.4,9053.25,3878.15,UPI,Pending,Bell Inc,smithmackenzie@bowen.com,16,No,0
ORD1545,11/21/2025,11/22/2025,CUST655,Lisa Garner,Corporate,PROD5515,Mouse,Electronics,East,Florida,Masonside,7,4327,0,30289,20518.29,9770.71,Credit Card,Pending,Atkins-Knight,timothywhite@buchanan-taylor.com,4,Yes,22
ORD1546,2/5/2025,2/10/2025,CUST609,Stephanie Greene,Home Office,PROD6904,Notebook,Office Supplies,North,Vermont,New Michaelport,6,3446,20,16540.8,13093.78,3447.02,UPI,Delivered,"Tapia, Griffin and Johnson",thompsoncrystal@mason-dougherty.info,32,No,0
ORD1547,9/28/2024,10/5/2024,CUST948,Jessica Palmer,Corporate,PROD6277,Sofa,Furniture,West,New Hampshire,Sampsonview,9,2422,5,20708.1,18092.83,2615.27,Credit Card,Cancelled,Simpson Ltd,robert75@smith.com,38,No,0
ORD1548,12/24/2023,12/29/2023,CUST141,Amanda Ross,Corporate,PROD4939,Cooking Oil,Grocery,West,Delaware,Lake Dawn,10,4472,20,35776,28521.9,7254.1,Net Banking,Delivered,Mullen-Turner,rachelreed@kaufman.com,21,No,0
ORD1549,7/9/2024,7/15/2024,CUST655,Jeffrey Johnson,Consumer,PROD6869,Bookshelf,Furniture,East,Washington,Port Ryan,8,1992,10,14342.4,11097.31,3245.09,Credit Card,Cancelled,"Thomas, Kelly and Gonzales",petersonchristopher@rivera-powell.org,24,No,0
ORD1550,12/14/2024,12/17/2024,CUST163,David Nguyen,Consumer,PROD3320,Juice Pack,Grocery,East,Nevada,Melanieberg,9,3367,15,25757.55,18392.38,7365.17,Net Banking,Returned,"Turner, Humphrey and White",arnolderin@johnson-bowman.net,38,No,0
ORD1551,3/2/2024,3/8/2024,CUST363,Jason Lopez,Corporate,PROD6233,Juice Pack,Grocery,West,South Dakota,South Kirk,1,2734,15,2323.9,1535.39,788.51,UPI,Delivered,Lee-Anderson,wlane@bradley.net,39,No,0
ORD1552,8/8/2024,8/9/2024,CUST287,Ariana Parks,Consumer,PROD4035,File Folder,Office Supplies,East,Oregon,Matthewhaven,3,1541,0,4623,3317.7,1305.3,Net Banking,Delivered,Peters and Sons,rhonda82@dixon.net,11,No,0
ORD1553,9/14/2024,9/16/2024,CUST305,Aaron Terry,Consumer,PROD1794,Snacks,Grocery,South,Oregon,West Victorton,3,744,15,1897.2,1319.61,577.59,Credit Card,Delivered,"Barnett, Rodriguez and Hooper",lreeves@farmer.com,42,No,0
ORD1554,3/25/2025,3/29/2025,CUST843,Elijah Hernandez,Consumer,PROD5705,Notebook,Office Supplies,South,Montana,New Kyle,9,3121,0,28089,24626.76,3462.24,Cash,Delivered,Page-Kennedy,kmontgomery@duran-payne.com,7,Yes,34
ORD1555,1/31/2025,2/6/2025,CUST501,Maria Brown,Consumer,PROD5100,File Folder,Office Supplies,West,Maine,Loriland,6,1142,15,5824.2,3625.18,2199.02,Cash,Delivered,Cantrell Ltd,anthonyrodriguez@randolph.biz,39,No,0
ORD1556,9/21/2025,9/28/2025,CUST915,Lauren Lopez,Corporate,PROD4254,Rice Bag,Grocery,South,Wisconsin,West Lisa,9,2518,20,18129.6,14623.13,3506.47,UPI,Pending,Miller PLC,oliviahill@pierce.com,2,Yes,39
ORD1557,12/22/2023,12/23/2023,CUST230,Brandon Salazar,Home Office,PROD9812,Sugar,Grocery,North,Indiana,Port Kyle,8,3394,0,27152,17908.2,9243.8,Credit Card,Pending,Summers-Jackson,mitchell24@smith.com,24,No,0
ORD1558,11/7/2025,11/8/2025,CUST478,Tracy Steele,Home Office,PROD5153,Bookshelf,Furniture,West,Massachusetts,Jeffreyton,10,332,20,2656,2233.7,422.3,Cash,Pending,Dawson PLC,plong@herman.com,16,No,0
ORD1559,5/25/2024,5/31/2024,CUST970,Kelly King,Consumer,PROD5777,Mouse,Electronics,East,Louisiana,East Randall,3,4905,0,14715,10935.31,3779.69,Net Banking,Returned,Miller-Hodges,williamscrystal@brown-wells.biz,5,Yes,42
ORD1560,3/6/2024,3/13/2024,CUST886,Shannon Hall,Home Office,PROD7453,File Folder,Office Supplies,South,Mississippi,Craigfurt,8,2497,20,15980.8,12307.77,3673.03,Cash,Pending,"Hendricks, Foster and Thompson",autumnstein@padilla.info,24,No,0
ORD1561,11/18/2025,11/23/2025,CUST246,Joel Weaver,Consumer,PROD6686,Office Chair,Furniture,East,Maine,Simonport,4,4395,0,17580,15547.66,2032.34,Cash,Returned,"Crawford, Carroll and Nicholson",irandolph@gregory.com,31,No,0
ORD1562,3/16/2025,3/19/2025,CUST777,Daniel Francis,Consumer,PROD9061,Snacks,Grocery,North,Maine,Ethanland,4,4947,10,17809.2,13834.29,3974.91,Credit Card,Cancelled,"Taylor, Arias and Mills",kimberlymitchell@castillo-diaz.com,46,No,0
ORD1563,6/10/2024,6/14/2024,CUST187,James Hernandez,Consumer,PROD2485,Dining Table,Furniture,South,Vermont,Crosston,6,3535,15,18028.5,12477.83,5550.67,UPI,Pending,Garcia-Roberts,michaelfinley@evans-brown.com,9,Yes,27
ORD1564,4/23/2024,4/24/2024,CUST414,Jennifer Williams,Consumer,PROD1727,Juice Pack,Grocery,South,New Mexico,Morrismouth,2,631,15,1072.7,901.86,170.84,UPI,Pending,"Porter, Gonzalez and Armstrong",castrocatherine@rodriguez.com,44,No,0
ORD1565,3/18/2025,3/19/2025,CUST308,Cody Rodriguez,Consumer,PROD5860,Rice Bag,Grocery,West,Oregon,West Cynthia,6,4883,5,27833.1,21061.53,6771.57,Net Banking,Returned,Schwartz-Smith,wheelersarah@delacruz.net,2,Yes,49
ORD1566,10/3/2024,10/5/2024,CUST939,Kimberly Parker,Consumer,PROD1774,Pen,Office Supplies,East,Delaware,Hernandezborough,4,2889,20,9244.8,6817.92,2426.88,Cash,Returned,Lawrence-Davis,yrodgers@cooper-burnett.biz,47,No,0
ORD1567,9/30/2024,10/7/2024,CUST520,Keith Mcguire,Home Office,PROD1946,File Folder,Office Supplies,South,Wisconsin,East Justin,8,4685,10,33732,20537.57,13194.43,UPI,Delivered,Olsen Ltd,belljennifer@baker-smith.com,31,No,0
ORD1568,5/5/2024,5/9/2024,CUST452,Susan Patterson,Consumer,PROD1618,Headphones,Electronics,West,Texas,Port Anitafort,8,480,20,3072,2464.16,607.84,Cash,Pending,Tanner LLC,ehodges@fuentes-cordova.com,1,Yes,42
ORD1569,11/16/2024,11/18/2024,CUST674,Andrew Parks,Consumer,PROD1570,Dining Table,Furniture,East,Nevada,New Vickiberg,9,2722,5,23273.1,20119.91,3153.19,Net Banking,Pending,Bates and Sons,harveycraig@oneal-russell.net,26,No,0
ORD1570,3/21/2025,3/25/2025,CUST428,Gregory Lucas,Consumer,PROD2608,Headphones,Electronics,North,Colorado,West David,7,1109,5,7374.85,4912.99,2461.86,Credit Card,Delivered,"Richardson, Cole and Mitchell",adrianrubio@beltran-thomas.net,38,No,0
ORD1571,12/30/2023,1/2/2024,CUST310,Lindsey Phillips,Corporate,PROD4167,Keyboard,Electronics,West,Nevada,Danielhaven,4,643,0,2572,2001.94,570.06,UPI,Cancelled,Beard-Jackson,qday@sanchez.org,13,No,0
ORD1572,11/25/2024,11/26/2024,CUST908,Tyler Johnson,Home Office,PROD3164,Cooking Oil,Grocery,West,Texas,Lynnton,5,1552,10,6984,4479.01,2504.99,Net Banking,Pending,Chen Inc,murphybonnie@hill-bryant.biz,4,Yes,20
ORD1573,12/22/2023,12/24/2023,CUST807,John Martin,Consumer,PROD8105,Dining Table,Furniture,East,Florida,Colechester,1,2776,15,2359.6,1998.45,361.15,Net Banking,Delivered,Howell-Wolf,millerjoann@booth.net,38,No,0
ORD1574,6/12/2024,6/13/2024,CUST143,Samantha Mann,Home Office,PROD8928,Headphones,Electronics,North,Georgia,Andrewsbury,9,1478,0,13302,9403.39,3898.61,Credit Card,Cancelled,"Martin, Owens and Moore",richardsmith@morgan-anderson.biz,23,No,0
ORD1575,10/8/2025,10/15/2025,CUST542,Kristen Bell,Corporate,PROD8044,Laptop,Electronics,West,New Jersey,North Christophertown,6,4846,5,27622.2,20078,7544.2,Credit Card,Returned,"Potter, Cruz and Benson",qtaylor@christian.com,1,Yes,31
ORD1576,11/9/2025,11/14/2025,CUST582,Wayne Merritt,Corporate,PROD9735,Monitor,Electronics,North,Colorado,East Ashleyborough,4,1194,0,4776,3080.89,1695.11,Cash,Returned,Hunt Inc,jason14@lopez.org,31,No,0
ORD1577,1/28/2025,2/4/2025,CUST807,Justin Mitchell,Consumer,PROD1611,Bookshelf,Furniture,West,New Jersey,Lake Sean,2,3305,5,6279.5,5436.74,842.76,UPI,Delivered,Hardy-Henderson,bbrown@alexander.com,0,Yes,33
ORD1578,10/3/2024,10/4/2024,CUST920,Michael Valencia,Home Office,PROD5429,Juice Pack,Grocery,North,Texas,Cherryville,8,3244,10,23356.8,18351.58,5005.22,Net Banking,Delivered,"Washington, Bishop and Smith",rachelchurch@foster.com,25,No,0
ORD1579,10/6/2024,10/12/2024,CUST960,Michelle Wilson,Corporate,PROD6505,Notebook,Office Supplies,West,Pennsylvania,South Meagantown,9,4434,20,31924.8,21635.75,10289.05,Net Banking,Returned,"Smith, Tucker and Smith",vgarcia@blackwell-gibson.com,31,No,0
ORD1580,6/29/2025,7/1/2025,CUST623,Debbie Howell,Consumer,PROD6461,Pen,Office Supplies,West,Indiana,West Sharonborough,7,2402,15,14291.9,9054.22,5237.68,UPI,Delivered,"Rodriguez, Wilcox and Bennett",sspencer@reynolds-sullivan.biz,44,No,0
ORD1581,9/27/2024,10/3/2024,CUST895,Christopher Thomas,Home Office,PROD1127,Laptop,Electronics,West,South Carolina,West Glennland,8,745,10,5364,3397.77,1966.23,Credit Card,Delivered,"Marquez, Williams and Graves",alexkelly@morales.com,37,No,0
ORD1582,3/19/2024,3/22/2024,CUST729,Christine Banks,Home Office,PROD5609,Snacks,Grocery,West,South Dakota,Maryville,9,3636,15,27815.4,24391.5,3423.9,Net Banking,Returned,Austin and Sons,briana42@brooks.com,33,No,0
ORD1583,10/1/2024,10/6/2024,CUST962,Brittany Payne,Corporate,PROD2298,Headphones,Electronics,East,South Carolina,North Kristin,4,588,5,2234.4,1785.05,449.35,Cash,Cancelled,Martinez-Hendricks,andrew09@garza.com,42,No,0
ORD1584,12/11/2025,12/13/2025,CUST387,Carolyn Daniel,Home Office,PROD5385,Calculator,Office Supplies,East,Vermont,Port Garytown,8,2311,5,17563.6,15186.26,2377.34,Cash,Delivered,"Harrington, Pierce and Beltran",moranjohn@sanchez.biz,0,Yes,23
ORD1585,4/21/2025,4/23/2025,CUST238,Mary Lawson,Consumer,PROD2084,Study Table,Furniture,North,Oklahoma,Jamesshire,7,1559,10,9821.7,7738.03,2083.67,UPI,Delivered,"Martinez, Frost and Santiago",stevendawson@higgins-spencer.com,30,No,0
ORD1586,3/22/2025,3/26/2025,CUST943,Julia Sampson,Consumer,PROD1138,Cooking Oil,Grocery,South,Wyoming,East Glendashire,7,943,5,6270.95,4647.53,1623.42,Net Banking,Returned,Meadows-Adams,morganochoa@morgan.com,39,No,0
ORD1587,6/7/2025,6/8/2025,CUST634,Jill Wall,Home Office,PROD9339,Pen,Office Supplies,East,Iowa,Lake Sethland,6,2132,15,10873.2,7492.88,3380.32,Credit Card,Pending,Macdonald PLC,sanderschristopher@hart-george.info,2,Yes,38
ORD1588,9/22/2025,9/25/2025,CUST165,Briana Townsend,Consumer,PROD4283,Pen,Office Supplies,West,Georgia,Andrewbury,3,3065,20,7356,5989.03,1366.97,Credit Card,Returned,Richmond-Parsons,harrisdylan@peterson.com,32,No,0
ORD1589,5/30/2025,6/1/2025,CUST349,Gary Rogers,Corporate,PROD7654,Pen,Office Supplies,South,Virginia,Bradleyborough,7,4245,20,23772,19485.52,4286.48,UPI,Delivered,Munoz and Sons,icollins@larson.info,9,Yes,23
ORD1590,8/4/2024,8/8/2024,CUST815,William Baker,Consumer,PROD9595,Bookshelf,Furniture,North,Missouri,South Natasha,8,1941,5,14751.6,9620.3,5131.3,Cash,Cancelled,Spencer-Mueller,ptorres@edwards.info,44,No,0
ORD1591,8/15/2024,8/16/2024,CUST130,Lauren Zhang,Corporate,PROD1664,Sugar,Grocery,North,North Carolina,Jenniferburgh,6,1098,15,5599.8,4314.38,1285.42,Cash,Returned,Le-Perez,isaiahfowler@ramos.com,35,No,0
ORD1592,1/11/2024,1/15/2024,CUST450,Jeremiah Reed,Home Office,PROD6309,Calculator,Office Supplies,North,Connecticut,Livingstonborough,2,1764,0,3528,2717.86,810.14,Cash,Returned,Romero-Bauer,leonard26@barton.com,45,No,0
ORD1593,7/28/2025,7/30/2025,CUST570,Jimmy Lee,Home Office,PROD3345,Study Table,Furniture,West,Oregon,East Sharon,5,1248,10,5616,3783.02,1832.98,Net Banking,Delivered,Brown-Bray,boyerian@peters-ward.net,5,Yes,37
ORD1594,3/8/2025,3/11/2025,CUST115,Dwayne Anderson,Corporate,PROD6071,Mouse,Electronics,North,Massachusetts,Ellisfurt,5,1379,10,6205.5,4321.6,1883.9,Net Banking,Pending,"Nelson, Thomas and Miller",kaylee55@wells.biz,18,No,0
ORD1595,8/13/2025,8/18/2025,CUST304,Cynthia Kemp,Corporate,PROD9100,Mouse,Electronics,North,New Mexico,Angelabury,10,832,20,6656,4472.15,2183.85,Net Banking,Delivered,"Powell, Martinez and Howe",ssmith@pope.info,0,Yes,45
ORD1596,2/2/2025,2/4/2025,CUST509,Robert Walters,Consumer,PROD2049,Monitor,Electronics,East,South Dakota,Josehaven,9,1557,20,11210.4,8847.64,2362.76,Net Banking,Pending,"Smith, Casey and Leonard",rachelbennett@york.com,4,Yes,25
ORD1597,9/15/2024,9/21/2024,CUST359,Christian Scott,Home Office,PROD1477,Dining Table,Furniture,South,Indiana,South Robinmouth,1,3404,15,2893.4,1842.92,1050.48,UPI,Pending,"Clayton, Allen and Garcia",tina00@reyes.com,14,No,0
ORD1598,4/18/2024,4/24/2024,CUST132,Cheryl Moore,Consumer,PROD9501,Dining Table,Furniture,East,Missouri,South Alexandra,4,4027,10,14497.2,10519.69,3977.51,Cash,Delivered,Morgan-Schultz,smithkelly@jenkins.com,28,No,0
ORD1599,9/8/2025,9/11/2025,CUST212,Jennifer Walker,Corporate,PROD3213,Sofa,Furniture,West,Connecticut,Lake Thomas,9,1956,10,15843.6,11405.8,4437.8,Cash,Pending,Hooper Inc,jenniferkelly@bennett-walter.org,18,No,0
ORD1600,12/25/2023,12/30/2023,CUST485,Nicole Martin,Corporate,PROD1341,Dining Table,Furniture,West,Kentucky,Perrystad,1,1053,20,842.4,566.45,275.95,Cash,Pending,Howell-Chapman,bonniemccullough@webb-brown.com,49,No,0
